Time (ms),%CPU,%MEM
78000,0.0,1.8
79000,0.0,1.8
79500,39.8,1.8
80000,6.6,1.8
81000,6.6,1.8
81500,13.3,1.8
82000,13.3,1.8
83000,6.6,1.8
83500,0.0,1.8
84000,0.0,1.8
85000,0.0,1.8
85500,13.3,1.8
86000,0.0,1.8
87000,0.0,1.8
87500,39.8,1.8
88000,0.0,1.8
89000,0.0,1.8
89500,53.1,1.8
90000,6.6,1.8
91000,6.6,1.8
91500,59.8,1.8
92000,6.6,1.8
93000,19.9,1.8
93500,53.1,1.8
94000,0.0,1.8
95000,0.0,1.8
95500,39.8,1.8
96000,0.0,1.8
97000,0.0,1.8
97500,66.4,1.8
98000,0.0,1.8
99000,0.0,1.8
99500,46.5,1.8
100000,6.6,1.8
101000,13.3,1.8
101500,6.6,1.8
102000,13.3,1.8
103000,13.3,1.8
103500,13.3,1.8
104000,0.0,1.8
105000,0.0,1.8
105500,0.0,1.8
106000,0.0,1.8
106500,0.0,1.8
107000,0.0,1.8
108000,0.0,1.8
108500,0.0,1.8
109000,0.0,1.8
110000,6.6,1.8
110500,13.3,1.8
111000,13.3,1.8
112000,13.3,1.8
112500,13.3,1.8
113000,13.3,1.8
114000,0.0,1.8
114500,39.8,1.8
115000,0.0,1.8
116000,0.0,1.8
116500,66.4,1.8
117000,0.0,1.8
118000,0.0,1.8
118500,46.5,1.8
119000,0.0,1.8
120000,0.0,1.8
120500,99.6,1.8
121000,13.3,1.8
122000,13.3,1.8
122500,59.8,1.8
123000,6.6,1.8
124000,0.0,1.8
124500,46.5,1.8
125000,6.6,1.8
126000,0.0,1.8
126500,19.9,1.8
127000,0.0,1.8
128000,0.0,1.8
128500,6.6,1.8
129000,0.0,1.8
130000,0.0,1.8
130500,6.6,1.8
131000,6.6,1.8
132000,13.3,1.8
132500,13.3,1.8
133000,19.9,1.8
134000,0.0,1.8
134500,0.0,1.8
135000,0.0,1.8
136000,0.0,1.8
136500,0.0,1.8
137000,0.0,1.8
137500,0.0,1.8
138000,0.0,1.8
139000,0.0,1.8
139500,0.0,1.8
140000,13.3,1.8
141000,6.6,1.8
141500,13.3,1.8
142000,13.3,1.8
143000,6.6,1.8
143500,0.0,1.8
144000,0.0,1.8
145000,0.0,1.8
145500,46.4,1.8
146000,0.0,1.8
147000,0.0,1.8
147500,39.9,1.8
148000,0.0,1.8
149000,0.0,1.8
149500,66.4,1.8
150000,6.6,1.8
151000,13.3,1.8
151500,66.4,1.8
152000,13.3,1.8
153000,13.3,1.8
153500,59.7,1.8
154000,0.0,1.8
155000,0.0,1.8
155500,59.8,1.9
156000,0.0,1.9
157000,0.0,1.9
157500,66.4,1.9
158000,0.0,1.9
159000,0.0,1.9
159500,13.3,1.9
160000,19.9,1.9
161000,13.3,1.9
161500,13.3,1.9
162000,13.3,1.9
163000,19.9,1.9
163500,19.9,1.9
164000,0.0,1.9
165000,0.0,1.9
165500,6.6,1.9
166000,0.0,1.9
167000,0.0,1.9
167500,0.0,1.9
168000,0.0,1.9
168500,0.0,1.9
169000,0.0,1.9
170000,0.0,1.9
170500,13.3,1.9
171000,6.6,1.9
172000,6.6,1.9
172500,53.2,1.9
173000,13.3,1.9
174000,0.0,1.9
174500,0.0,1.9
175000,0.0,1.9
176000,0.0,1.9
176500,0.0,1.9
177000,0.0,1.9
178000,0.0,1.9
178500,0.0,1.9
179000,0.0,1.9
180000,0.0,1.9
180500,13.3,1.9
181000,6.6,1.9
182000,13.3,1.9
182500,19.9,1.9
183000,6.6,1.9
184000,0.0,1.9
184500,0.0,1.9
185000,0.0,1.9
186000,0.0,1.9
186500,0.0,1.9
187000,0.0,1.9
188000,0.0,1.9
188500,0.0,1.9
189000,0.0,1.9
190000,0.0,1.9
190500,13.3,1.9
191000,0.0,1.9
192000,6.6,1.9
192500,13.3,1.9
193000,13.3,1.9
194000,0.0,1.9
194500,0.0,1.9
195000,0.0,1.9
196000,0.0,1.9
196500,0.0,1.9
197000,0.0,1.9
198000,0.0,1.9
198500,0.0,1.9
199000,0.0,1.9
200000,0.0,1.9
200500,13.3,1.9
201000,13.3,1.9
201500,13.3,1.9
202000,13.3,1.9
203000,13.3,1.9
203500,0.0,1.9
204000,0.0,1.9
205000,0.0,1.9
205500,0.0,1.9
206000,0.0,1.9
207000,0.0,1.9
207500,0.0,1.9
208000,0.0,1.9
209000,0.0,1.9
209500,0.0,1.9
210000,13.3,1.9
211000,13.3,1.9
211500,13.3,1.9
212000,6.6,1.9
213000,13.3,1.9
213500,0.0,1.9
214000,0.0,1.9
215000,0.0,1.9
215500,0.0,1.9
216000,0.0,1.9
217000,0.0,1.9
217500,0.0,1.9
218000,0.0,1.9
219000,0.0,1.9
219500,0.0,1.9
220000,13.3,1.9
221000,19.9,1.9
221500,66.5,1.9
222000,13.3,1.9
223000,19.9,1.9
223500,6.6,1.9
224000,0.0,1.9
225000,0.0,1.9
225500,6.6,1.9
226000,0.0,1.9
227000,0.0,1.9
227500,0.0,1.9
228000,0.0,1.9
229000,0.0,1.9
229500,0.0,1.9
230000,13.3,1.9
230500,19.9,1.9
231000,6.6,1.9
232000,13.3,1.9
232500,19.9,1.9
233000,13.3,1.9
234000,0.0,1.9
234500,0.0,1.9
235000,0.0,1.9
236000,0.0,1.9
236500,0.0,1.9
237000,0.0,1.9
238000,0.0,1.9
238500,46.5,1.9
239000,0.0,1.9
240000,0.0,1.9
240500,53.1,1.9
241000,13.3,1.9
242000,13.3,1.9
242500,59.8,1.9
243000,13.3,1.9
244000,0.0,1.9
244500,59.8,1.9
245000,6.6,1.9
246000,0.0,1.9
246500,73.1,1.9
247000,0.0,1.9
248000,0.0,1.9
248500,53.1,1.9
249000,0.0,1.9
250000,0.0,1.9
250500,33.2,1.9
251000,6.6,1.9
252000,6.6,1.9
252500,39.9,1.9
253000,13.3,1.9
254000,0.0,1.9
254500,0.0,1.9
255000,0.0,1.9
256000,0.0,1.9
256500,0.0,1.9
257000,0.0,1.9
258000,0.0,1.9
258500,0.0,1.9
259000,0.0,1.9
260000,0.0,1.9
260500,6.6,1.9
261000,6.6,1.9
262000,19.9,1.9
262500,6.6,1.9
263000,6.6,1.9
263500,0.0,1.9
264000,0.0,1.9
265000,0.0,1.9
265500,0.0,1.9
266000,0.0,1.9
267000,0.0,1.9
267500,13.3,1.9
268000,0.0,1.9
269000,0.0,1.9
269500,6.6,1.9
270000,6.6,1.9
271000,13.3,1.9
271500,19.9,1.9
272000,6.6,1.9
273000,13.3,1.9
273500,59.8,1.9
274000,0.0,1.9
275000,0.0,1.9
275500,39.8,1.9
276000,0.0,1.9
277000,0.0,1.9
277500,53.1,1.9
278000,0.0,1.9
279000,0.0,1.9
279500,46.5,1.9
280000,6.6,1.9
281000,6.6,1.9
281500,79.6,1.9
282000,13.3,1.9
283000,13.3,1.9
283500,39.8,1.9
284000,0.0,1.9
285000,0.0,1.9
285500,33.2,1.9
286000,0.0,1.9
287000,0.0,1.9
287500,0.0,1.9
288000,0.0,1.9
289000,0.0,1.9
289500,0.0,1.9
290000,6.6,1.9
291000,19.9,1.9
291500,6.6,1.9
292000,6.6,1.9
293000,53.1,1.9
293500,19.9,1.9
294000,0.0,1.9
295000,0.0,1.9
295500,0.0,1.9
296000,0.0,1.9
296500,0.0,1.9
297000,0.0,1.9
298000,0.0,1.9
298500,6.6,1.9
299000,0.0,1.9
300000,6.6,1.9
300500,19.9,1.9
301000,6.6,1.9
302000,13.3,1.9
302500,53.2,1.9
303000,0.0,1.9
304000,0.0,1.9
304500,73.0,1.9
305000,6.6,1.9
306000,0.0,1.9
306500,53.1,1.9
307000,0.0,1.9
308000,0.0,1.9
308500,53.1,1.9
309000,0.0,1.9
310000,0.0,1.9
310500,66.3,1.9
311000,6.6,1.9
312000,6.6,1.9
312500,66.4,1.9
313000,6.6,1.9
314000,0.0,1.9
314500,59.8,1.9
315000,0.0,1.9
316000,0.0,1.9
316500,51.6,1.9
317000,0.0,1.9
318000,0.0,1.9
318500,18.7,1.9
319000,0.0,1.9
320000,0.0,1.9
320500,6.6,1.9
321000,6.6,1.9
322000,19.9,1.9
322500,13.3,1.9
323000,13.3,1.9
324000,0.0,1.9
324500,0.0,1.9
325000,0.0,1.9
326000,0.0,1.9
326500,0.0,1.9
327000,0.0,1.9
328000,0.0,1.9
328500,0.0,1.9
329000,0.0,1.9
330000,0.0,1.9
330500,6.6,1.9
331000,6.6,1.9
331500,19.9,1.9
332000,6.6,1.9
333000,6.6,1.9
333500,0.0,1.9
334000,0.0,1.9
335000,0.0,1.9
335500,0.0,1.9
336000,0.0,1.9
337000,0.0,1.9
337500,0.0,1.9
338000,0.0,1.9
339000,0.0,1.9
339500,0.0,1.9
340000,6.6,1.9
341000,6.6,1.9
341500,13.3,1.9
342000,6.6,1.9
343000,6.6,1.9
343500,0.0,1.9
344000,0.0,1.9
345000,0.0,1.9
345500,6.6,1.9
346000,0.0,1.9
347000,0.0,1.9
347500,0.0,1.9
348000,0.0,1.9
349000,0.0,1.9
349500,0.0,1.9
350000,13.3,1.9
351000,13.3,1.9
351500,6.6,1.9
352000,6.6,1.9
353000,6.6,1.9
353500,0.0,1.9
354000,0.0,1.9
355000,0.0,1.9
355500,0.0,1.9
356000,0.0,1.9
357000,0.0,1.9
357500,0.0,1.9
358000,0.0,1.9
359000,0.0,1.9
359500,0.0,1.9
360000,13.3,1.9
361000,13.3,1.9
361500,0.0,1.9
362000,13.3,1.9
362500,13.3,1.9
363000,13.3,1.9
364000,0.0,1.9
364500,0.0,1.9
365000,0.0,1.9
366000,0.0,1.9
366500,0.0,1.9
367000,0.0,1.9
368000,0.0,1.9
368500,0.0,1.9
369000,0.0,1.9
370000,13.3,1.9
370500,6.6,1.9
371000,6.6,1.9
372000,13.3,1.9
372500,13.3,1.9
373000,13.3,1.9
374000,0.0,1.9
374500,0.0,1.9
375000,0.0,1.9
376000,0.0,1.9
376500,0.0,1.9
377000,0.0,1.9
378000,0.0,1.9
378500,0.0,1.9
379000,0.0,1.9
380000,0.0,1.9
380500,46.5,1.9
381000,6.6,1.9
382000,13.3,1.9
382500,13.3,1.9
383000,19.9,1.9
384000,0.0,1.9
384500,0.0,1.9
385000,6.6,1.9
386000,0.0,1.9
386500,0.0,1.9
387000,0.0,1.9
388000,0.0,1.9
388500,0.0,1.9
389000,0.0,1.9
390000,0.0,1.9
390500,6.6,1.9
391000,13.3,1.9
392000,13.3,1.9
392500,13.3,1.9
393000,19.9,1.9
393500,0.0,1.9
394000,0.0,1.9
395000,0.0,1.9
395500,19.9,1.9
396000,0.0,1.9
397000,0.0,1.9
397500,6.6,1.9
398000,0.0,1.9
399000,0.0,1.9
399500,26.5,1.9
400000,6.6,1.9
401000,6.6,1.9
401500,59.8,1.9
402000,13.3,1.9
403000,13.3,1.9
403500,59.8,1.9
404000,0.0,1.9
405000,0.0,1.9
405500,59.7,1.9
406000,0.0,1.9
407000,0.0,1.9
407500,72.9,1.9
408000,0.0,1.9
409000,0.0,1.9
409500,53.2,1.9
410000,13.3,1.9
411000,6.6,1.9
411500,39.8,1.9
412000,6.6,1.9
413000,73.0,1.9
413500,13.3,1.9
414000,0.0,1.9
415000,0.0,1.9
415500,0.0,1.9
416000,0.0,1.9
417000,0.0,1.9
417500,0.0,1.9
418000,0.0,1.9
419000,0.0,1.9
419500,0.0,1.9
420000,6.6,1.9
421000,19.9,1.9
421500,6.6,1.9
422000,6.6,1.9
423000,13.3,1.9
423500,13.3,1.9
424000,0.0,1.9
425000,0.0,1.9
425500,0.0,1.9
426000,0.0,1.9
426500,19.7,1.9
427000,0.0,1.9
428000,0.0,1.9
428500,6.6,1.9
429000,0.0,1.9
430000,6.6,1.9
430500,26.5,1.9
431000,0.0,1.9
432000,13.3,1.9
432500,13.3,1.9
433000,19.9,1.9
434000,0.0,1.9
434500,59.7,1.9
435000,0.0,1.9
436000,0.0,1.9
436500,53.1,1.9
437000,0.0,1.9
438000,0.0,1.9
438500,59.8,1.9
439000,0.0,1.9
440000,6.6,1.9
440500,66.4,1.9
441000,13.3,1.9
442000,6.6,1.9
442500,73.1,1.9
443000,13.3,1.9
444000,0.0,1.9
444500,66.4,1.9
445000,6.6,1.9
446000,0.0,1.9
446500,26.6,1.9
447000,0.0,1.9
448000,0.0,1.9
448500,6.3,1.9
449000,0.0,1.9
450000,0.0,1.9
450500,6.6,1.9
451000,6.6,1.9
452000,6.6,1.9
452500,6.6,1.9
453000,13.3,1.9
454000,0.0,1.9
454500,0.0,1.9
455000,0.0,1.9
456000,0.0,1.9
456500,0.0,1.9
457000,0.0,1.9
458000,0.0,1.9
458500,0.0,1.9
459000,0.0,1.9
460000,0.0,1.9
460500,6.6,1.9
461000,6.6,1.9
461500,19.9,1.9
462000,6.6,1.9
463000,13.3,1.9
463500,26.6,1.9
464000,0.0,1.9
465000,0.0,1.9
465500,33.1,1.9
466000,0.0,1.9
467000,0.0,1.9
467500,66.4,1.9
468000,0.0,1.9
469000,0.0,1.9
469500,46.5,1.9
470000,6.6,1.9
471000,0.0,1.9
471500,59.8,1.9
472000,6.6,1.9
473000,6.6,1.9
473500,46.5,1.9
474000,0.0,1.9
475000,0.0,1.9
475500,46.5,1.9
476000,0.0,1.9
477000,0.0,1.9
477500,6.6,1.9
478000,0.0,1.9
479000,0.0,1.9
479500,0.0,1.9
480000,13.3,1.9
481000,19.9,1.9
481500,13.3,1.9
482000,6.6,1.9
483000,19.9,1.9
483500,6.6,1.9
484000,0.0,1.9
485000,0.0,1.9
485500,6.6,1.9
486000,0.0,1.9
487000,0.0,1.9
487500,0.0,1.9
488000,0.0,1.9
489000,0.0,1.9
489500,0.0,1.9
490000,13.3,1.9
491000,6.6,1.9
491500,6.6,1.9
492000,13.3,1.9
492500,19.9,1.9
493000,0.0,1.9
494000,0.0,1.9
494500,0.0,1.9
495000,0.0,1.9
496000,0.0,1.9
496500,0.0,1.9
497000,0.0,1.9
498000,0.0,1.9
498500,0.0,1.9
499000,0.0,1.9
500000,6.6,1.9
500500,6.6,1.9
501000,6.6,1.9
502000,13.3,1.9
502500,6.6,1.9
503000,6.6,1.9
504000,0.0,1.9
504500,0.0,1.9
505000,0.0,1.9
506000,0.0,1.9
506500,0.0,1.9
507000,0.0,1.9
508000,0.0,1.9
508500,0.0,1.9
509000,0.0,1.9
510000,0.0,1.9
510500,6.6,1.9
511000,6.6,1.9
512000,6.6,1.9
512500,6.6,1.9
513000,13.3,1.9
514000,0.0,1.9
514500,0.0,1.9
515000,0.0,1.9
516000,0.0,1.9
516500,0.0,1.9
517000,0.0,1.9
518000,0.0,1.9
518500,0.0,1.9
519000,0.0,1.9
519500,0.0,1.9
520000,6.6,1.9
521000,13.3,1.9
521500,13.3,1.9
522000,13.3,1.9
523000,13.3,1.9
523500,0.0,1.9
524000,0.0,1.9
525000,0.0,1.9
525500,0.0,1.9
526000,0.0,1.9
527000,0.0,1.9
527500,0.0,1.9
528000,0.0,1.9
529000,0.0,1.9
529500,0.0,1.9
530000,13.3,1.9
531000,13.3,1.9
531500,19.9,1.9
532000,6.6,1.9
533000,53.2,1.9
533500,0.0,1.9
534000,0.0,1.9
535000,0.0,1.9
535500,0.0,1.9
536000,0.0,1.9
537000,0.0,1.9
537500,0.0,1.9
538000,0.0,1.9
539000,0.0,1.9
539500,0.0,1.9
540000,19.9,1.9
541000,13.3,1.9
541500,13.3,1.9
542000,0.0,1.9
543000,19.9,1.9
543500,6.6,1.9
544000,0.0,1.9
545000,0.0,1.9
545500,0.0,1.9
546000,0.0,1.9
547000,0.0,1.9
547500,0.0,1.9
548000,0.0,1.9
549000,0.0,1.9
549500,0.0,1.9
550000,19.9,1.9
551000,19.8,1.9
551500,13.3,1.9
552000,6.6,1.9
553000,6.6,1.9
553500,19.9,1.9
554000,0.0,1.9
554500,6.6,1.9
555000,6.6,1.9
556000,0.0,1.9
556500,46.5,1.9
557000,0.0,1.9
558000,0.0,1.9
558500,46.5,1.9
559000,0.0,1.9
560000,6.6,1.9
560500,59.8,1.9
561000,6.6,1.9
562000,13.2,1.9
562500,79.7,1.9
563000,13.3,1.9
564000,0.0,1.9
564500,59.8,1.9
565000,6.6,1.9
566000,0.0,1.9
566500,46.5,1.9
567000,0.0,1.9
568000,0.0,1.9
568500,46.5,1.9
569000,0.0,1.9
570000,0.0,1.9
570500,44.3,1.9
571000,6.6,1.9
572000,13.3,1.9
572500,13.3,1.9
573000,13.3,1.9
574000,0.0,1.9
574500,0.0,1.9
575000,0.0,1.9
576000,0.0,1.9
576500,0.0,1.9
577000,0.0,1.9
578000,0.0,1.9
578500,0.0,1.9
579000,0.0,1.9
580000,0.0,1.9
580500,13.3,1.9
581000,6.6,1.9
582000,13.3,1.9
582500,0.0,1.9
583000,13.3,1.9
584000,0.0,1.9
584500,0.0,1.9
585000,0.0,1.9
585500,13.3,1.9
586000,0.0,1.9
587000,0.0,1.9
587500,26.6,1.9
588000,0.0,1.9
589000,0.0,1.9
589500,46.5,1.9
590000,6.6,1.9
591000,6.6,1.9
591500,99.5,1.9
592000,13.3,1.9
593000,6.6,1.9
593500,46.4,1.9
594000,0.0,1.9
595000,0.0,1.9
595500,46.5,1.9
596000,0.0,1.9
597000,0.0,1.9
597500,53.0,1.9
598000,0.0,1.9
599000,0.0,1.9
599500,33.2,1.9
600000,6.6,1.9
601000,0.0,1.9
601500,25.5,1.9
602000,6.6,1.9
603000,13.3,1.9
603500,6.6,1.9
604000,0.0,1.9
605000,0.0,1.9
605500,0.0,1.9
606000,0.0,1.9
607000,0.0,1.9
607500,0.0,1.9
608000,0.0,1.9
609000,0.0,1.9
609500,0.0,1.9
610000,13.3,1.9
611000,13.3,1.9
611500,0.0,1.9
612000,13.3,1.9
613000,13.3,1.9
613500,13.3,1.9
614000,0.0,1.9
615000,0.0,1.9
615500,0.0,1.9
616000,0.0,1.9
616500,66.4,1.9
617000,0.0,1.9
618000,0.0,1.9
618500,53.1,1.9
619000,0.0,1.9
620000,13.3,1.9
620500,66.4,1.9
621000,6.6,1.9
622000,13.3,1.9
622500,66.5,1.9
623000,6.6,1.9
624000,0.0,1.9
624500,46.5,1.9
625000,0.0,1.9
626000,0.0,1.9
626500,59.8,1.9
627000,0.0,1.9
628000,0.0,1.9
628500,53.1,1.9
629000,0.0,1.9
630000,0.0,1.9
630500,26.6,1.9
631000,6.6,1.9
632000,19.9,1.9
632500,13.3,1.9
633000,13.3,1.9
634000,0.0,1.9
634500,0.0,1.9
635000,6.6,1.9
636000,0.0,1.9
636500,0.0,1.9
637000,0.0,1.9
638000,0.0,1.9
638500,0.0,1.9
639000,0.0,1.9
640000,0.0,1.9
640500,13.3,1.9
641000,6.6,1.9
642000,13.3,1.9
642500,6.6,1.9
643000,13.3,1.9
644000,0.0,1.9
644500,0.0,1.9
645000,0.0,1.9
645500,0.0,1.9
646000,0.0,1.9
647000,0.0,1.9
647500,0.0,1.9
648000,0.0,1.9
649000,0.0,1.9
649500,0.0,1.9
650000,6.6,1.9
651000,6.6,1.9
651500,13.3,1.9
652000,6.6,1.9
653000,13.3,1.9
653500,0.0,1.9
654000,0.0,1.9
655000,0.0,1.9
655500,0.0,1.9
656000,0.0,1.9
657000,0.0,1.9
657500,0.0,1.9
658000,0.0,1.9
659000,0.0,1.9
659500,0.0,1.9
660000,13.3,1.9
661000,13.3,1.9
661500,13.3,1.9
662000,6.6,1.9
663000,19.9,1.9
663500,6.6,1.9
664000,0.0,1.9
665000,0.0,1.9
665500,0.0,1.9
666000,0.0,1.9
667000,0.0,1.9
667500,0.0,1.9
668000,0.0,1.9
669000,0.0,1.9
669500,0.0,1.9
670000,6.6,1.9
671000,6.6,1.9
671500,6.6,1.9
672000,13.3,1.9
673000,13.3,1.9
673500,13.3,1.9
674000,0.0,1.9
674500,0.0,1.9
675000,0.0,1.9
676000,0.0,1.9
676500,0.0,1.9
677000,0.0,1.9
678000,0.0,1.9
678500,0.0,1.9
679000,0.0,1.9
680000,6.6,1.9
680500,0.0,1.9
681000,6.6,1.9
682000,6.6,1.9
682500,13.3,1.9
683000,13.3,1.9
684000,0.0,1.9
684500,0.0,1.9
685000,6.6,1.9
686000,0.0,1.9
686500,0.0,1.9
687000,0.0,1.9
688000,0.0,1.9
688500,0.0,1.9
689000,0.0,1.9
690000,0.0,1.9
690500,6.6,1.9
691000,6.6,1.9
692000,0.0,1.9
692500,13.3,1.9
693000,13.3,1.9
694000,0.0,1.9
694500,0.0,1.9
695000,0.0,1.9
696000,0.0,1.9
696500,0.0,1.9
697000,0.0,1.9
698000,0.0,1.9
698500,0.0,1.9
699000,0.0,1.9
700000,0.0,1.9
700500,0.0,1.9
701000,13.3,1.9
701500,59.8,1.9
702000,19.9,1.9
703000,19.9,1.9
703500,39.8,1.9
704000,0.0,1.9
705000,0.0,1.9
705500,66.4,1.9
706000,0.0,1.9
707000,0.0,1.9
707500,53.1,1.9
708000,0.0,1.9
709000,0.0,1.9
709500,53.1,1.9
710000,13.3,1.9
711000,6.6,1.9
711500,19.9,1.9
712000,6.6,1.9
713000,13.3,1.9
713500,25.4,1.9
714000,0.0,1.9
715000,0.0,1.9
715500,19.8,1.9
716000,0.0,1.9
717000,0.0,1.9
717500,0.0,1.9
718000,0.0,1.9
719000,0.0,1.9
719500,0.0,1.9
720000,13.3,1.9
721000,13.3,1.9
721500,6.6,1.9
722000,6.6,1.9
723000,13.3,1.9
723500,13.3,1.9
724000,0.0,1.9
725000,0.0,1.9
725500,0.0,1.9
726000,0.0,1.9
727000,13.3,1.9
727500,0.0,1.9
728000,0.0,1.9
729000,0.0,1.9
729500,0.0,1.9
730000,6.6,1.9
731000,6.6,1.9
731500,13.3,1.9
732000,0.0,1.9
732500,53.2,1.9
733000,13.3,1.9
734000,0.0,1.9
734500,53.1,1.9
735000,6.6,1.9
736000,0.0,1.9
736500,59.7,1.9
737000,0.0,1.9
738000,0.0,1.9
738500,53.1,1.9
739000,0.0,1.9
740000,6.6,1.9
740500,59.8,1.9
741000,6.6,1.9
742000,13.3,1.9
742500,59.7,1.9
743000,13.3,1.9
744000,0.0,1.9
744500,65.7,1.9
745000,0.0,1.9
746000,0.0,1.9
746500,19.5,1.9
747000,0.0,1.9
748000,0.0,1.9
748500,0.0,1.9
749000,0.0,1.9
750000,0.0,1.9
750500,13.3,1.9
751000,6.6,1.9
752000,13.3,1.9
752500,13.3,1.9
753000,19.9,1.9
754000,0.0,1.9
754500,0.0,1.9
755000,0.0,1.9
756000,0.0,1.9
756500,0.0,1.9
757000,0.0,1.9
758000,0.0,1.9
758500,0.0,1.9
759000,0.0,1.9
760000,0.0,1.9
760500,13.3,1.9
761000,13.3,1.9
762000,59.8,1.9
762500,13.3,1.9
763000,0.0,1.9
764000,53.1,1.9
764500,0.0,1.9
765000,0.0,1.9
765500,53.1,1.9
766000,0.0,1.9
767000,0.0,1.9
767500,53.1,1.9
768000,0.0,1.9
769000,0.0,1.9
769500,53.1,1.9
770000,6.6,1.9
771000,6.6,1.9
771500,59.8,1.9
772000,6.6,1.9
773000,6.6,1.9
773500,19.1,1.9
774000,0.0,1.9
775000,0.0,1.9
775500,19.5,1.9
776000,0.0,1.9
777000,0.0,1.9
777500,0.0,1.9
778000,0.0,1.9
779000,0.0,1.9
779500,0.0,1.9
780000,13.3,1.9
781000,6.6,1.9
781500,13.3,1.9
782000,6.6,1.9
783000,19.9,1.9
783500,0.0,1.9
784000,0.0,1.9
785000,0.0,1.9
785500,6.6,1.9
786000,0.0,1.9
787000,0.0,1.9
787500,0.0,1.9
788000,0.0,1.9
789000,0.0,1.9
789500,0.0,1.9
790000,6.6,1.9
791000,26.6,1.9
791500,13.3,1.9
792000,6.6,1.9
793000,46.5,1.9
793500,13.3,1.9
794000,0.0,1.9
795000,39.8,1.9
795500,0.0,1.9
796000,0.0,1.9
796500,66.3,1.9
797000,0.0,1.9
798000,0.0,1.9
798500,46.5,1.9
799000,0.0,1.9
800000,6.6,1.9
800500,13.3,1.9
801000,6.6,1.9
802000,19.9,1.9
802500,13.3,1.9
803000,6.6,1.9
804000,0.0,1.9
804500,0.0,1.9
805000,6.6,1.9
806000,0.0,1.9
806500,0.0,1.9
807000,0.0,1.9
808000,0.0,1.9
808500,0.0,1.9
809000,0.0,1.9
810000,0.0,1.9
810500,6.6,1.9
811000,13.3,1.9
812000,13.3,1.9
812500,6.6,1.9
813000,13.3,1.9
814000,0.0,1.9
814500,0.0,1.9
815000,0.0,1.9
816000,0.0,1.9
816500,0.0,1.9
817000,0.0,1.9
818000,0.0,1.9
818500,0.0,1.9
819000,0.0,1.9
820000,0.0,1.9
820500,6.6,1.9
821000,6.6,1.9
822000,13.3,1.9
822500,6.6,1.9
823000,13.3,1.9
824000,0.0,1.9
824500,0.0,1.9
825000,0.0,1.9
825500,0.0,1.9
826000,0.0,1.9
827000,0.0,1.9
827500,0.0,1.9
828000,0.0,1.9
829000,0.0,1.9
829500,0.0,1.9
830000,13.3,1.9
831000,6.6,1.9
831500,13.3,1.9
832000,13.3,1.9
833000,6.6,1.9
833500,0.0,1.9
834000,0.0,1.9
835000,0.0,1.9
835500,0.0,1.9
836000,0.0,1.9
