Time (ms),%CPU,%MEM
75000,13.3,6.8
75500,146.0,6.8
76000,19.9,6.9
77000,26.5,6.9
77500,179.4,6.9
78000,19.9,6.9
79000,19.9,6.9
79500,212.6,6.9
80000,13.3,6.9
80500,13.2,6.9
81000,252.3,6.9
82000,13.3,6.9
82500,26.6,6.9
83000,199.3,6.9
84000,26.6,6.9
84500,19.9,6.9
85000,159.2,6.9
86000,26.6,6.9
86500,19.9,6.9
87000,112.9,6.9
88000,6.6,6.9
88500,13.3,6.9
89000,39.9,6.9
90000,13.3,6.9
90500,19.8,6.9
91000,19.9,6.9
92000,6.6,6.9
92500,19.9,6.9
93000,13.3,6.9
94000,13.2,6.9
94500,19.9,6.9
95000,13.3,6.9
96000,19.9,6.9
96500,26.2,6.9
97000,0.0,6.9
98000,13.3,6.9
98500,13.3,6.9
99000,19.9,6.9
100000,13.3,6.9
100500,132.7,6.9
101000,6.6,6.9
102000,19.9,6.9
102500,126.2,6.9
103000,19.9,6.9
104000,6.6,6.9
104500,126.2,6.9
105000,13.3,6.9
106000,26.6,6.9
106500,139.3,6.9
107000,19.9,6.9
108000,6.6,6.9
108500,232.4,6.9
109000,13.3,6.9
110000,0.0,6.9
110500,205.7,6.9
111000,13.3,6.9
112000,6.6,6.9
112500,219.2,6.9
113000,19.9,6.9
113500,6.6,6.9
114000,186.1,6.9
115000,19.9,6.9
115500,19.9,6.9
116000,146.2,6.9
117000,19.9,6.9
117500,6.6,6.9
118000,93.0,6.9
119000,6.6,6.9
119500,6.6,6.9
120000,39.9,6.9
121000,19.9,6.9
121500,13.3,6.9
122000,25.5,6.9
123000,19.9,6.9
123500,19.9,6.9
124000,13.3,6.9
125000,13.3,6.9
125500,19.9,6.9
126000,19.9,6.9
127000,19.9,6.9
127500,6.6,6.9
128000,6.6,6.9
129000,13.3,6.9
129500,13.3,6.9
130000,13.3,6.9
131000,19.9,6.9
131500,13.3,6.9
132000,13.3,6.9
133000,13.3,6.9
133500,46.5,6.9
134000,13.3,6.9
135000,13.3,6.9
135500,99.7,6.9
136000,19.9,6.9
137000,26.6,6.9
137500,126.2,6.9
138000,6.6,6.9
139000,13.3,6.9
139500,159.5,6.9
140000,6.7,6.9
141000,13.2,6.9
141500,192.6,6.9
142000,13.3,6.9
142500,19.9,6.9
143000,179.1,6.9
144000,13.3,6.9
144500,6.6,6.9
145000,172.7,6.9
146000,19.9,6.9
146500,26.6,6.9
147000,113.0,6.9
148000,6.6,6.9
148500,13.3,6.9
149000,86.4,6.9
150000,13.3,6.9
150500,13.3,6.9
151000,66.4,6.9
152000,6.6,6.9
152500,26.6,6.9
153000,26.5,6.9
154000,13.3,6.9
154500,26.5,6.9
155000,6.6,6.9
156000,33.2,6.9
156500,26.6,6.9
157000,6.6,6.9
158000,6.6,6.9
158500,6.6,6.9
159000,13.3,6.9
160000,13.3,6.9
160500,6.6,6.9
161000,13.3,6.9
162000,13.2,6.9
162500,13.3,6.9
163000,13.3,6.9
164000,13.3,6.9
164500,19.9,6.9
165000,13.3,6.9
166000,19.9,6.9
166500,19.9,6.9
167000,19.9,6.9
168000,6.6,6.9
168500,0.0,6.9
169000,13.3,6.9
170000,6.6,6.9
170500,6.6,6.9
171000,6.6,6.9
172000,13.3,6.9
172500,19.9,6.9
173000,26.6,6.9
174000,0.0,6.9
174500,19.9,6.9
175000,19.9,6.9
175500,26.6,6.9
176000,19.9,6.9
177000,26.6,6.9
177500,6.6,6.9
178000,6.6,6.9
179000,0.0,6.9
179500,6.6,6.9
180000,6.6,6.9
181000,13.3,6.9
181500,19.9,6.9
182000,19.9,6.9
183000,19.9,6.9
183500,6.6,6.9
184000,19.9,6.9
185000,13.3,6.9
185500,13.3,6.9
186000,19.9,6.9
187000,26.6,6.9
187500,13.3,6.9
188000,13.3,6.9
189000,13.3,6.9
189500,13.3,6.9
190000,13.3,6.9
191000,19.9,6.9
191500,19.9,6.9
192000,13.3,6.9
193000,13.3,6.9
193500,6.6,6.9
194000,26.6,6.9
195000,13.3,6.9
195500,19.9,6.9
196000,26.6,6.9
197000,33.2,6.9
197500,13.3,6.9
198000,19.9,6.9
199000,13.3,6.9
199500,19.9,6.9
200000,13.3,6.9
201000,13.3,6.9
201500,13.3,6.9
202000,19.9,6.9
203000,26.5,6.9
203500,19.9,6.9
204000,19.9,6.9
205000,13.3,6.9
205500,13.3,6.9
206000,13.3,6.9
206500,33.2,6.9
207000,13.3,6.9
208000,13.3,6.9
208500,19.9,6.9
209000,13.3,6.9
210000,13.3,6.9
210500,13.3,6.9
211000,13.3,6.9
212000,13.3,6.9
212500,33.2,6.9
213000,13.3,6.9
214000,13.3,6.9
214500,19.9,6.9
215000,13.3,6.9
216000,26.5,6.9
216500,26.6,6.9
217000,6.6,6.9
218000,13.3,6.9
218500,13.3,6.9
219000,13.3,6.9
220000,13.3,6.9
220500,19.9,6.9
221000,13.3,6.9
222000,19.9,6.9
222500,26.3,6.9
223000,19.9,6.9
224000,6.6,6.9
224500,46.4,6.9
225000,19.9,6.9
226000,26.6,6.9
226500,185.3,6.9
227000,6.6,6.9
228000,13.3,6.9
228500,145.9,6.9
229000,6.6,6.9
230000,6.6,6.9
230500,132.9,6.9
231000,13.3,6.9
232000,19.9,6.9
232500,179.0,6.9
233000,13.3,6.9
234000,6.6,6.9
234500,232.5,6.9
235000,19.9,6.9
236000,26.6,6.9
236500,212.3,6.9
237000,33.2,6.9
238000,19.9,6.9
238500,212.5,6.9
239000,6.6,6.9
240000,6.6,6.9
240500,232.5,6.9
241000,13.3,6.9
242000,19.9,6.9
242500,205.9,6.9
243000,19.9,6.9
243500,6.6,6.9
244000,192.3,6.9
245000,19.9,6.9
245500,26.6,6.9
246000,179.4,6.9
247000,26.6,6.9
247500,13.3,6.9
248000,86.0,6.9
249000,6.6,6.9
249500,0.0,6.9
250000,66.3,6.9
251000,13.3,6.9
251500,19.9,6.9
252000,33.2,6.9
253000,19.9,6.9
253500,13.3,6.9
254000,26.5,6.9
255000,13.3,6.9
255500,26.6,6.9
256000,13.3,6.9
257000,26.6,6.9
257500,6.6,6.9
258000,6.6,6.9
259000,13.2,6.9
259500,13.3,6.9
260000,6.6,6.9
261000,19.9,6.9
261500,13.2,6.9
262000,19.9,6.9
263000,19.9,6.9
263500,99.6,6.9
264000,19.9,6.9
265000,13.3,6.9
265500,79.7,6.9
266000,33.2,6.9
267000,26.6,6.9
267500,119.6,6.9
268000,6.6,6.9
269000,6.6,6.9
269500,218.9,6.9
270000,19.9,6.9
271000,13.3,6.9
271500,179.3,6.9
272000,19.9,6.9
273000,33.2,6.9
273500,212.3,6.9
274000,13.3,6.9
275000,13.3,6.9
275500,232.3,6.9
276000,19.9,6.9
277000,39.8,6.9
277500,238.9,6.9
278000,6.6,6.9
278500,6.6,6.9
279000,152.8,6.9
280000,13.3,6.9
280500,19.9,6.9
281000,139.5,6.9
282000,13.3,6.9
282500,13.3,6.9
283000,86.4,6.9
284000,19.9,6.9
284500,13.3,6.9
285000,79.5,6.9
286000,13.3,6.9
286500,19.9,6.9
287000,13.3,6.9
288000,13.3,6.9
288500,13.3,6.9
289000,6.6,6.9
290000,6.6,6.9
290500,13.3,6.9
291000,6.6,6.9
292000,6.6,6.9
292500,19.9,6.9
293000,13.2,6.9
294000,6.6,6.9
294500,19.9,6.9
295000,19.9,6.9
296000,26.6,6.9
296500,79.6,6.9
297000,13.3,6.9
298000,13.3,6.9
298500,112.8,6.9
299000,13.3,6.9
300000,6.6,6.9
300500,138.9,6.9
301000,13.3,6.9
302000,13.3,6.9
302500,179.1,6.9
303000,19.9,6.9
304000,13.3,6.9
304500,179.1,6.9
305000,6.6,6.9
306000,19.9,6.9
306500,192.7,6.9
307000,19.9,6.9
308000,13.3,6.9
308500,172.7,6.9
309000,0.0,6.9
310000,6.6,6.9
310500,192.6,6.9
311000,6.6,6.9
311500,6.6,6.9
312000,198.6,6.9
313000,19.9,6.9
313500,13.3,6.9
314000,166.1,6.9
315000,19.9,6.9
315500,19.9,6.9
316000,132.8,6.9
317000,26.6,6.9
317500,6.6,6.9
318000,66.4,6.9
319000,13.3,6.9
319500,0.0,6.9
320000,6.6,6.9
321000,6.6,6.9
321500,6.6,6.9
322000,13.3,6.9
323000,6.6,6.9
323500,6.6,6.9
324000,19.8,6.9
325000,13.3,6.9
325500,19.9,6.9
326000,26.6,6.9
327000,26.6,6.9
327500,6.6,6.9
328000,13.3,6.9
329000,6.6,6.9
329500,6.6,6.9
330000,13.3,6.9
331000,6.6,6.9
331500,13.3,6.9
332000,13.3,6.9
333000,19.9,6.9
333500,6.6,6.9
334000,152.6,6.9
335000,13.3,6.9
335500,19.9,6.9
336000,13.3,6.9
337000,26.6,6.9
337500,13.3,6.9
338000,13.3,6.9
339000,13.3,6.9
339500,13.3,6.9
340000,13.3,6.9
341000,6.6,6.9
341500,13.3,6.9
342000,13.3,6.9
343000,26.5,6.9
343500,13.3,6.9
344000,19.9,6.9
344500,19.9,6.9
345000,19.9,6.9
346000,26.5,6.9
346500,46.5,6.9
347000,13.3,6.9
348000,13.3,6.9
348500,13.3,6.9
349000,19.9,6.9
350000,13.3,6.9
350500,13.3,6.9
351000,13.3,6.9
352000,13.3,6.9
352500,13.3,6.9
353000,6.6,6.9
354000,19.9,6.9
354500,19.9,6.9
355000,13.3,6.9
356000,26.6,6.9
356500,26.6,6.9
357000,0.0,6.9
358000,13.3,6.9
358500,13.3,6.9
359000,19.9,6.9
360000,13.3,6.9
360500,19.9,6.9
361000,26.6,6.9
362000,19.9,6.9
362500,26.6,6.9
363000,19.9,6.9
364000,13.3,6.9
364500,26.6,6.9
365000,13.3,6.9
366000,26.5,6.9
366500,19.9,6.9
367000,26.6,6.9
368000,13.3,6.9
368500,13.3,6.9
369000,6.6,6.9
370000,6.6,6.9
370500,19.9,6.9
371000,19.9,6.9
372000,13.3,6.9
372500,13.3,6.9
373000,19.9,6.9
374000,6.6,6.9
374500,19.9,6.9
375000,19.9,6.9
375500,13.3,6.9
376000,26.6,6.9
377000,19.9,6.9
377500,13.3,6.9
378000,13.3,6.9
379000,13.3,6.9
379500,0.0,6.9
380000,86.1,6.9
381000,6.6,6.9
381500,26.6,6.9
382000,53.1,6.9
383000,26.6,6.9
383500,6.6,6.9
384000,26.6,6.9
385000,6.6,6.9
385500,26.6,6.9
386000,19.9,6.9
387000,13.3,6.9
387500,6.6,6.9
388000,13.3,6.9
389000,13.3,6.9
389500,13.2,6.9
390000,13.3,6.9
391000,13.3,6.9
391500,13.3,6.9
392000,13.2,6.9
393000,26.6,6.9
393500,6.6,6.9
394000,19.9,6.9
395000,13.3,6.9
395500,13.3,6.9
396000,19.9,6.9
397000,19.9,6.9
397500,86.3,6.9
398000,13.3,6.9
399000,13.3,6.9
399500,132.7,6.9
400000,19.9,6.9
401000,13.3,6.9
401500,172.6,6.9
402000,13.3,6.9
403000,26.6,6.9
403500,205.8,6.9
404000,19.9,6.9
405000,19.9,6.9
405500,179.3,6.9
406000,13.3,6.9
407000,26.6,6.9
407500,232.5,6.9
408000,13.3,6.9
409000,19.9,6.9
409500,232.3,6.9
410000,13.3,6.9
411000,13.3,6.9
411500,232.6,6.9
412000,13.3,6.9
413000,13.3,6.9
413500,198.9,6.9
414000,19.9,6.9
415000,19.9,6.9
415500,232.2,6.9
416000,13.3,6.9
417000,33.2,6.9
417500,212.6,6.9
418000,13.3,6.9
418500,19.7,6.9
419000,199.3,6.9
420000,13.3,6.9
420500,0.0,6.9
421000,177.0,6.9
422000,13.3,6.9
422500,26.6,6.9
423000,205.5,6.9
424000,26.6,6.9
424500,13.3,6.9
425000,119.6,6.9
426000,19.9,6.9
426500,19.9,6.9
427000,79.4,6.9
428000,6.6,6.9
428500,19.9,6.9
429000,46.5,6.9
430000,13.3,6.9
430500,13.3,6.9
431000,13.3,6.9
432000,13.3,6.9
432500,19.9,6.9
433000,6.6,6.9
434000,6.6,6.9
434500,19.6,6.9
435000,13.3,6.9
436000,26.5,6.9
436500,13.3,6.9
437000,6.6,6.9
438000,13.3,6.9
438500,31.0,6.9
439000,19.9,6.9
440000,13.3,6.9
440500,6.6,6.9
441000,6.6,6.9
442000,19.9,6.9
442500,59.8,6.9
443000,13.3,6.9
444000,0.0,6.9
444500,46.4,6.9
445000,13.3,6.9
446000,19.9,6.9
446500,79.7,6.9
447000,13.3,6.9
448000,13.3,6.9
448500,106.2,6.9
449000,6.6,6.9
450000,6.6,6.9
450500,112.8,6.9
451000,13.3,6.9
452000,19.9,6.9
452500,212.1,6.9
453000,19.9,6.9
454000,6.6,6.9
454500,199.2,6.9
455000,13.3,6.9
456000,19.9,6.9
456500,238.6,6.9
457000,19.9,6.9
458000,13.2,6.9
458500,185.8,6.9
459000,13.3,6.9
460000,6.6,6.9
460500,219.1,6.9
461000,13.3,6.9
461500,13.3,6.9
462000,146.1,6.9
463000,13.3,6.9
463500,13.3,6.9
464000,92.5,6.9
465000,13.3,6.9
465500,13.3,6.9
466000,79.7,6.9
467000,19.9,6.9
467500,6.6,6.9
468000,26.5,6.9
469000,6.6,6.9
469500,6.6,6.9
470000,31.4,6.9
471000,6.6,6.9
471500,19.9,6.9
472000,6.6,6.9
473000,19.9,6.9
473500,6.6,6.9
474000,13.3,6.9
475000,19.9,6.9
475500,13.3,6.9
476000,19.9,6.9
477000,19.9,6.9
477500,19.9,6.9
478000,13.3,6.9
479000,13.3,6.9
479500,26.6,6.9
480000,6.6,6.9
481000,6.6,6.9
481500,13.3,6.9
482000,13.3,6.9
483000,13.3,6.9
483500,13.3,6.9
484000,19.9,6.9
485000,6.6,6.9
485500,13.3,6.9
486000,19.9,6.9
487000,19.9,6.9
487500,19.9,6.9
488000,13.3,6.9
489000,0.0,6.9
489500,19.9,6.9
490000,13.3,6.9
491000,6.6,6.9
491500,13.3,6.9
492000,13.3,6.9
493000,13.3,6.9
493500,13.1,6.9
494000,19.9,6.9
494500,13.3,6.9
495000,13.3,6.9
496000,26.5,6.9
496500,26.5,6.9
497000,13.3,6.9
498000,6.6,6.9
498500,19.1,6.9
499000,6.6,6.9
500000,13.3,6.9
500500,19.9,6.9
501000,19.9,6.9
502000,6.6,6.9
502500,19.9,6.9
503000,6.6,6.9
504000,19.9,6.9
504500,19.9,6.9
505000,13.3,6.9
506000,26.6,6.9
506500,26.4,6.9
507000,13.3,6.9
508000,19.9,6.9
508500,13.3,6.9
509000,13.3,6.9
510000,13.3,6.9
510500,19.9,6.9
511000,13.3,6.9
512000,19.9,6.9
512500,26.6,6.9
513000,19.9,6.9
514000,13.3,6.9
514500,33.2,6.9
515000,19.9,6.9
516000,33.2,6.9
516500,33.2,6.9
517000,13.3,6.9
518000,13.3,6.9
518500,13.3,6.9
519000,13.3,6.9
520000,6.6,6.9
520500,6.6,6.9
521000,6.6,6.9
522000,13.3,6.9
522500,13.3,6.9
523000,19.9,6.9
524000,6.6,6.9
524500,6.6,6.9
525000,13.3,6.9
525500,19.9,6.9
526000,26.6,6.9
527000,26.6,6.9
527500,13.3,6.9
528000,6.6,6.9
529000,13.3,6.9
529500,6.6,6.9
530000,6.6,6.9
531000,6.6,6.9
531500,13.3,6.9
532000,19.9,6.9
533000,19.9,6.9
533500,13.3,6.9
534000,19.9,6.9
535000,13.3,6.9
535500,26.5,6.9
536000,33.2,6.9
537000,19.9,6.9
537500,13.3,6.9
538000,13.3,6.9
539000,13.3,6.9
539500,13.3,6.9
540000,19.9,6.9
541000,19.9,6.9
541500,33.2,6.9
542000,19.9,6.9
543000,26.5,6.9
543500,106.2,6.9
544000,19.5,6.9
545000,13.3,6.9
545500,126.2,6.9
546000,19.9,6.9
547000,26.6,6.9
547500,159.5,6.9
548000,6.6,6.9
549000,19.9,6.9
549500,172.6,6.9
550000,26.6,6.9
551000,13.3,6.9
551500,232.4,6.9
552000,26.6,6.9
553000,19.9,6.9
553500,205.9,6.9
554000,19.9,6.9
555000,19.9,6.9
555500,239.2,6.9
556000,19.9,6.9
557000,33.2,6.9
557500,206.0,6.9
558000,13.3,6.9
559000,13.3,6.9
559500,192.5,6.9
560000,19.9,6.9
561000,6.6,6.9
561500,179.4,6.9
562000,19.9,6.9
562500,26.5,6.9
563000,132.8,6.9
564000,13.3,6.9
564500,13.3,6.9
565000,99.5,6.9
566000,26.6,6.9
566500,33.2,6.9
567000,66.4,6.9
568000,6.6,6.9
568500,19.9,6.9
569000,26.6,6.9
570000,13.3,6.9
570500,13.3,6.9
571000,13.3,6.9
572000,13.3,6.9
572500,19.9,6.9
573000,6.6,6.9
574000,6.6,6.9
574500,392.1,6.9
575000,6.6,6.9
576000,26.5,6.9
576500,26.6,6.9
577000,13.3,6.9
578000,13.3,6.9
578500,13.3,6.9
579000,13.3,6.9
580000,13.3,6.9
580500,79.7,6.9
581000,19.9,6.9
582000,13.3,6.9
582500,73.1,6.9
583000,19.9,6.9
584000,6.6,6.9
584500,192.4,6.9
585000,19.9,6.9
586000,26.6,6.9
586500,212.1,6.9
587000,13.3,6.9
588000,13.3,6.9
588500,212.4,6.9
589000,13.3,6.9
590000,0.0,6.9
590500,225.6,6.9
591000,13.3,6.9
592000,19.8,6.9
592500,245.6,6.9
593000,19.9,6.9
594000,0.0,6.9
594500,245.6,6.9
595000,13.3,6.9
596000,33.2,6.9
596500,239.3,6.9
597000,26.6,6.9
598000,6.6,6.9
598500,172.6,6.9
599000,6.6,6.9
600000,0.0,6.9
600500,225.5,6.9
601000,6.6,6.9
601500,13.3,6.9
602000,166.0,6.9
603000,19.9,6.9
603500,6.6,6.9
604000,126.3,6.9
605000,13.3,6.9
605500,26.5,6.9
606000,59.8,6.9
607000,33.2,6.9
607500,13.3,6.9
608000,33.1,6.9
609000,0.0,6.9
609500,6.6,6.9
610000,13.3,6.9
611000,26.5,6.9
611500,19.9,6.9
612000,0.0,6.9
613000,26.6,6.9
613500,13.3,6.9
614000,13.3,6.9
615000,6.6,6.9
615500,13.3,6.9
616000,19.9,6.9
617000,26.6,6.9
617500,13.3,6.9
618000,19.9,6.9
619000,13.3,6.9
619500,46.5,6.9
620000,13.3,6.9
621000,13.3,6.9
621500,119.6,6.9
622000,19.9,6.9
623000,13.3,6.9
623500,93.0,6.9
624000,19.9,6.9
625000,13.3,6.9
625500,132.9,6.9
626000,19.9,6.9
627000,19.9,6.9
627500,152.7,6.9
628000,13.3,6.9
629000,6.6,6.9
629500,132.9,6.9
630000,6.6,6.9
631000,6.6,6.9
631500,166.1,6.9
632000,13.3,6.9
633000,19.8,6.9
633500,152.7,6.9
634000,13.3,6.9
634500,13.3,6.9
635000,86.3,6.9
636000,19.9,6.9
636500,19.9,6.9
637000,86.4,6.9
638000,13.3,6.9
638500,13.3,6.9
639000,39.9,6.9
640000,13.3,6.9
640500,6.6,6.9
641000,19.9,6.9
642000,6.6,6.9
642500,13.3,6.9
643000,0.0,6.9
644000,13.3,6.9
644500,13.2,6.9
645000,6.6,6.9
646000,19.9,6.9
646500,19.9,6.9
647000,6.6,6.9
648000,6.6,6.9
648500,13.3,6.9
649000,19.9,6.9
650000,6.6,6.9
650500,13.3,6.9
651000,6.6,6.9
652000,6.6,6.9
652500,19.9,6.9
653000,6.6,6.9
654000,0.0,6.9
654500,26.5,6.9
655000,26.6,6.9
656000,33.2,6.9
656500,26.6,6.9
657000,13.3,6.9
658000,6.6,6.9
658500,13.3,6.9
659000,6.6,6.9
660000,0.0,6.9
660500,19.9,6.9
661000,13.3,6.9
662000,13.3,6.9
662500,13.3,6.9
663000,26.5,6.9
664000,6.6,6.9
664500,26.5,6.9
665000,6.6,6.9
666000,26.5,6.9
666500,19.9,6.9
667000,33.2,6.9
667500,6.6,6.9
668000,19.9,6.9
669000,6.6,6.9
669500,6.6,6.9
670000,19.9,6.9
671000,6.6,6.9
671500,13.3,6.9
672000,13.3,6.9
673000,19.9,6.9
673500,6.6,6.9
674000,26.5,6.9
675000,19.9,6.9
675500,19.9,6.9
676000,19.9,6.9
677000,26.6,6.9
677500,13.3,6.9
678000,13.3,6.9
679000,6.6,6.9
679500,6.6,6.9
680000,13.3,6.9
681000,13.3,6.9
681500,6.6,6.9
682000,6.6,6.9
683000,19.9,6.9
683500,13.3,6.9
684000,19.9,6.9
685000,19.9,6.9
685500,26.6,6.9
686000,19.9,6.9
687000,26.6,6.9
687500,19.9,6.9
688000,6.6,6.9
689000,19.9,6.9
689500,13.3,6.9
690000,19.9,6.9
691000,13.3,6.9
691500,13.3,6.9
692000,19.9,6.9
693000,19.9,6.9
693500,6.6,6.9
694000,19.9,6.9
695000,172.6,6.9
695500,19.9,6.9
696000,19.9,6.9
696500,33.2,6.9
697000,19.9,6.9
698000,13.3,6.9
698500,13.3,6.9
699000,13.3,6.9
700000,13.3,6.9
700500,6.6,6.9
701000,46.2,6.9
702000,19.9,6.9
702500,26.5,6.9
703000,13.3,6.9
704000,13.3,6.9
704500,13.3,6.9
705000,13.3,6.9
706000,13.2,6.9
706500,19.9,6.9
707000,6.6,6.9
708000,6.6,6.9
708500,13.3,6.9
709000,13.3,6.9
710000,19.9,6.9
710500,93.0,6.9
711000,13.3,6.9
712000,13.3,6.9
712500,53.1,6.9
713000,19.9,6.9
714000,13.3,6.9
714500,225.4,6.9
715000,13.3,6.9
716000,19.9,6.9
716500,146.2,6.9
717000,13.3,6.9
718000,19.9,6.9
718500,199.2,6.9
719000,6.6,6.9
720000,6.6,6.9
720500,205.9,6.9
721000,13.3,6.9
722000,19.9,6.9
722500,225.6,6.9
723000,19.9,6.9
724000,6.6,6.9
724500,232.2,6.9
725000,19.9,6.9
726000,26.0,6.9
726500,225.8,6.9
727000,19.9,6.9
728000,6.6,6.9
728500,272.1,6.9
729000,6.6,6.9
730000,0.0,6.9
730500,205.8,6.9
731000,6.6,6.9
732000,26.5,6.9
732500,186.1,6.9
733000,13.3,6.9
734000,13.2,6.9
734500,139.5,6.9
735000,13.3,6.9
735500,19.9,6.9
736000,79.7,6.9
737000,19.9,6.9
737500,13.2,6.9
738000,53.2,6.9
739000,0.0,6.9
739500,0.0,6.9
740000,19.5,6.9
741000,19.9,6.9
741500,13.3,6.9
742000,13.3,6.9
743000,19.9,6.9
743500,6.6,6.9
744000,19.9,6.9
745000,6.6,6.9
745500,26.6,6.9
746000,19.9,6.9
747000,26.5,6.9
747500,19.9,6.9
748000,13.3,6.9
749000,13.3,6.9
749500,13.2,6.9
750000,13.3,6.9
751000,19.9,6.9
751500,79.6,6.9
752000,13.3,6.9
753000,26.6,6.9
753500,106.3,6.9
754000,26.5,6.9
755000,19.9,6.9
755500,172.8,6.9
756000,19.9,6.9
757000,26.6,6.9
757500,231.3,6.9
758000,13.3,6.9
759000,13.3,6.9
759500,179.3,6.9
760000,13.3,6.9
761000,13.3,6.9
761500,185.8,6.9
762000,19.9,6.9
763000,19.9,6.9
763500,192.4,6.9
764000,19.9,6.9
765000,13.2,6.9
765500,199.3,6.9
766000,19.9,6.9
767000,26.5,6.9
767500,119.5,6.9
768000,13.3,6.9
769000,13.3,6.9
769500,106.2,6.9
770000,13.3,6.9
770500,19.9,6.9
771000,84.8,6.9
772000,19.9,6.9
772500,26.6,6.9
773000,59.8,6.9
774000,13.3,6.9
774500,13.3,6.9
775000,38.5,6.9
776000,13.3,6.9
776500,26.5,6.9
777000,6.6,6.9
778000,13.3,6.9
778500,13.3,6.9
779000,6.6,6.9
780000,13.3,6.9
780500,13.3,6.9
781000,13.3,6.9
782000,13.3,6.9
782500,39.9,6.9
783000,6.6,6.9
784000,6.6,6.9
784500,26.5,6.9
785000,13.3,6.9
786000,26.6,6.9
786500,26.6,6.9
787000,6.6,6.9
788000,6.6,6.9
788500,46.4,6.9
789000,13.3,6.9
790000,13.2,6.9
790500,53.2,6.9
791000,13.3,6.9
792000,13.3,6.9
792500,93.0,6.9
793000,13.3,6.9
794000,6.6,6.9
794500,159.2,6.9
795000,13.3,6.9
796000,33.2,6.9
796500,265.3,6.9
797000,6.6,6.9
798000,13.3,6.9
798500,179.1,6.9
799000,13.3,6.9
800000,6.6,6.9
800500,6.6,6.9
801000,19.9,6.9
802000,19.9,6.9
802500,13.3,6.9
803000,19.9,6.9
804000,6.6,6.9
804500,26.5,6.9
805000,13.3,6.9
806000,19.9,6.9
806500,26.5,6.9
807000,26.6,6.9
808000,13.3,6.9
808500,6.6,6.9
809000,6.6,6.9
810000,0.0,6.9
810500,13.3,6.9
811000,13.3,6.9
811500,13.3,6.9
812000,6.6,6.9
813000,19.9,6.9
813500,13.3,6.9
814000,19.9,6.9
815000,305.0,6.9
815500,26.5,6.9
816000,19.9,6.9
817000,19.9,6.9
817500,6.6,6.9
818000,13.3,6.9
819000,6.6,6.9
819500,6.6,6.9
820000,26.6,6.9
821000,13.3,6.9
821500,19.9,6.9
822000,13.1,6.9
823000,26.6,6.9
823500,0.0,6.9
824000,26.6,6.9
825000,13.3,6.9
825500,19.9,6.9
826000,26.6,6.9
827000,26.6,6.9
827500,13.3,6.9
828000,6.6,6.9
829000,13.3,6.9
829500,19.9,6.9
830000,13.3,6.9
831000,13.3,6.9
831500,13.3,6.9
832000,19.9,6.9
833000,13.3,6.9
833500,6.6,6.9
834000,19.9,6.9
835000,13.3,6.9
835500,19.9,6.9
836000,19.9,6.9
837000,33.2,6.9
837500,19.9,6.9
